System ID,Climate,Month,Description,Fuel,Energisation,Function,a-month,b-month,c-month,d-month,Notes
GIN-2-MAR,2,MAR,Gas instantaneous - all star ratings,Gas+Electricity,Continuous,Main,0,0,0,0.079812,
GIN-2-APR,2,APR,Gas instantaneous - all star ratings,Gas+Electricity,Continuous,Main,0,0,0,0.081781,
GIN-2-MAY,2,MAY,Gas instantaneous - all star ratings,Gas+Electricity,Continuous,Main,0,0,0,0.089202,
GIN-2-JUN,2,JUN,Gas instantaneous - all star ratings,Gas+Electricity,Continuous,Main,0,0,0,0.090868,
GIN-2-JUL,2,JUL,Gas instantaneous - all star ratings,Gas+Electricity,Continuous,Main,0,0,0,0.093897,
GIN-2-AUG,2,AUG,Gas instantaneous - all star ratings,Gas+Electricity,Continuous,Main,0,0,0,0.093897,
GIN-2-SEP,2,SEP,Gas instantaneous - all star ratings,Gas+Electricity,Continuous,Main,0,0,0,0.090868,
GIN-2-OCT,2,OCT,Gas instantaneous - all star ratings,Gas+Electricity,Continuous,Main,0,0,0,0.089202,
GIN-2-NOV,2,NOV,Gas instantaneous - all star ratings,Gas+Electricity,Continuous,Main,0,0,0,0.081781,
GIN-2-DEC,2,DEC,Gas instantaneous - all star ratings,Gas+Electricity,Continuous,Main,0,0,0,0.075117,
GIN-3-JAN,3,JAN,Gas instantaneous - all star ratings,Gas+Electricity,Continuous,Main,0,0,0,0.065728,Electric and gas energy breakdown in line with hot water energy by month
GIN-3-FEB,3,FEB,Gas instantaneous - all star ratings,Gas+Electricity,Continuous,Main,0,0,0,0.067848,
GIN-3-MAR,3,MAR,Gas instantaneous - all star ratings,Gas+Electricity,Continuous,Main,0,0,0,0.079812,
GIN-3-APR,3,APR,Gas instantaneous - all star ratings,Gas+Electricity,Continuous,Main,0,0,0,0.081781,
GIN-3-MAY,3,MAY,Gas instantaneous - all star ratings,Gas+Electricity,Continuous,Main,0,0,0,0.089202,
GIN-3-JUN,3,JUN,Gas instantaneous - all star ratings,Gas+Electricity,Continuous,Main,0,0,0,0.090868,
GIN-3-JUL,3,JUL,Gas instantaneous - all star ratings,Gas+Electricity,Continuous,Main,0,0,0,0.093897,
GIN-3-AUG,3,AUG,Gas instantaneous - all star ratings,Gas+Electricity,Continuous,Main,0,0,0,0.093897,
GIN-3-SEP,3,SEP,Gas instantaneous - all star ratings,Gas+Electricity,Continuous,Main,0,0,0,0.090868,
GIN-3-OCT,3,OCT,Gas instantaneous - all star ratings,Gas+Electricity,Continuous,Main,0,0,0,0.089202,
GIN-3-NOV,3,NOV,Gas instantaneous - all star ratings,Gas+Electricity,Continuous,Main,0,0,0,0.081781,
GIN-3-DEC,3,DEC,Gas instantaneous - all star ratings,Gas+Electricity,Continuous,Main,0,0,0,0.075117,
GIN-4-JAN,4,JAN,Gas instantaneous - all star ratings,Gas+Electricity,Continuous,Main,0,0,0,0.065728,Electric and gas energy breakdown in line with hot water energy by month
GIN-4-FEB,4,FEB,Gas instantaneous - all star ratings,Gas+Electricity,Continuous,Main,0,0,0,0.067848,
GIN-4-MAR,4,MAR,Gas instantaneous - all star ratings,Gas+Electricity,Continuous,Main,0,0,0,0.079812,
GIN-4-APR,4,APR,Gas instantaneous - all star ratings,Gas+Electricity,Continuous,Main,0,0,0,0.081781,
GIN-4-MAY,4,MAY,Gas instantaneous - all star ratings,Gas+Electricity,Continuous,Main,0,0,0,0.089202,
GIN-4-JUN,4,JUN,Gas instantaneous - all star ratings,Gas+Electricity,Continuous,Main,0,0,0,0.090868,
GIN-4-JUL,4,JUL,Gas instantaneous - all star ratings,Gas+Electricity,Continuous,Main,0,0,0,0.093897,
GIN-4-AUG,4,AUG,Gas instantaneous - all star ratings,Gas+Electricity,Continuous,Main,0,0,0,0.093897,
GIN-4-SEP,4,SEP,Gas instantaneous - all star ratings,Gas+Electricity,Continuous,Main,0,0,0,0.090868,
GIN-4-OCT,4,OCT,Gas instantaneous - all star ratings,Gas+Electricity,Continuous,Main,0,0,0,0.089202,
GIN-4-NOV,4,NOV,Gas instantaneous - all star ratings,Gas+Electricity,Continuous,Main,0,0,0,0.081781,
GIN-4-DEC,4,DEC,Gas instantaneous - all star ratings,Gas+Electricity,Continuous,Main,0,0,0,0.075117,
STE-1-JAN,1,JAN,Solar-electric,Electricity,Any,Main,-6.90E-06,0.000542,-0.01051,0.095463,Applies to all system sizes
STE-1-FEB,1,FEB,Solar-electric,Electricity,Any,Main,-7.10E-05,0.002462,-0.02408,0.101802,
STE-1-MAR,1,MAR,Solar-electric,Electricity,Any,Main,-2.90E-05,0.000975,-0.00778,0.062139,
STE-1-APR,1,APR,Solar-electric,Electricity,Any,Main,-5.90E-05,0.002037,-0.01981,0.118365,
STE-1-MAY,1,MAY,Solar-electric,Electricity,Any,Main,5.60E-05,-0.0021,0.022134,0.067442,
STE-1-JUN,1,JUN,Solar-electric,Electricity,Any,Main,9.40E-05,-0.00332,0.032648,0.057811,
STE-1-JUL,1,JUL,Solar-electric,Electricity,Any,Main,2.40E-05,-0.001,0.011038,0.098331,
STE-1-AUG,1,AUG,Solar-electric,Electricity,Any,Main,1.63E-05,-0.00055,0.004168,0.115426,
STE-1-SEP,1,SEP,Solar-electric,Electricity,Any,Main,3.13E-05,-0.0012,0.014716,0.043451,
STE-1-OCT,1,OCT,Solar-electric,Electricity,Any,Main,6.33E-06,-0.00035,0.006813,0.041865,
STE-1-NOV,1,NOV,Solar-electric,Electricity,Any,Main,-3.00E-05,0.001012,-0.0082,0.061458,
STE-1-DEC,1,DEC,Solar-electric,Electricity,Any,Main,-3.20E-05,0.001492,-0.02114,0.136447,
STE-2-JAN,2,JAN,Solar-electric,Electricity,Any,Main,-1.50E-05,0.000685,-0.00769,0.045454,
STE-2-FEB,2,FEB,Solar-electric,Electricity,Any,Main,-1.30E-05,0.000506,-0.0041,0.032746,
STE-2-MAR,2,MAR,Solar-electric,Electricity,Any,Main,-1.20E-05,0.000455,-0.00278,0.043174,
STE-2-APR,2,APR,Solar-electric,Electricity,Any,Main,-9.90E-06,0.000416,-0.00469,0.087103,
STE-2-MAY,2,MAY,Solar-electric,Electricity,Any,Main,2.48E-05,-0.00119,0.017044,0.032639,
STE-2-JUN,2,JUN,Solar-electric,Electricity,Any,Main,1.76E-05,-0.00056,-0.00011,0.196592,
STE-2-JUL,2,JUL,Solar-electric,Electricity,Any,Main,9.46E-06,-0.00012,-0.00766,0.242975,
STE-2-AUG,2,AUG,Solar-electric,Electricity,Any,Main,1.98E-05,-0.0008,0.007611,0.116265,
STE-2-SEP,2,SEP,Solar-electric,Electricity,Any,Main,-1.00E-06,-6.70E-06,0.000811,0.093441,
STE-2-OCT,2,OCT,Solar-electric,Electricity,Any,Main,-3.60E-06,4.58E-07,0.004497,0.024375,
STE-2-NOV,2,NOV,Solar-electric,Electricity,Any,Main,-6.00E-06,0.000183,0.000158,0.049802,
STE-2-DEC,2,DEC,Solar-electric,Electricity,Any,Main,-1.10E-05,0.000429,-0.00309,0.035433,
STE-3-JAN,3,JAN,Solar-electric,Electricity,Any,Main,-7.00E-06,0.000278,-0.00285,0.034901,
STE-3-FEB,3,FEB,Solar-electric,Electricity,Any,Main,1.56E-06,-7.80E-05,0.002106,0.018935,
STE-3-MAR,3,MAR,Solar-electric,Electricity,Any,Main,-1.10E-05,0.000553,-0.00783,0.086503,
STE-3-APR,3,APR,Solar-electric,Electricity,Any,Main,2.93E-06,-0.00024,0.006759,0.023464,
STE-3-MAY,3,MAY,Solar-electric,Electricity,Any,Main,1.83E-05,-0.00075,0.005705,0.184674,
STE-3-JUN,3,JUN,Solar-electric,Electricity,Any,Main,-2.20E-06,0.000308,-0.01234,0.287633,
STE-3-JUL,3,JUL,Solar-electric,Electricity,Any,Main,2.01E-05,-0.00085,0.008645,0.143214,
STE-3-AUG,3,AUG,Solar-electric,Electricity,Any,Main,4.40E-06,-0.00035,0.00774,0.064724,
STE-3-SEP,3,SEP,Solar-electric,Electricity,Any,Main,-1.20E-05,0.000414,-0.00102,0.04258,
STE-3-OCT,3,OCT,Solar-electric,Electricity,Any,Main,-5.10E-06,0.000251,-0.00206,0.05056,
STE-3-NOV,3,NOV,Solar-electric,Electricity,Any,Main,1.41E-06,-3.90E-05,0.001452,0.023815,
STE-3-DEC,3,DEC,Solar-electric,Electricity,Any,Main,-1.10E-05,0.000514,-0.0063,0.038998,
STE-4-JAN,4,JAN,Solar-electric,Electricity,Any,Main,-4.10E-06,0.000164,-0.0015,0.01607,
STE-4-FEB,4,FEB,Solar-electric,Electricity,Any,Main,4.27E-06,-0.00022,0.003686,0.001708,
STE-4-MAR,4,MAR,Solar-electric,Electricity,Any,Main,-7.60E-06,0.000347,-0.00347,0.034857,
STE-4-APR,4,APR,Solar-electric,Electricity,Any,Main,1.80E-05,-0.00086,0.01317,0.018849,
STE-4-MAY,4,MAY,Solar-electric,Electricity,Any,Main,-7.00E-06,0.000309,-0.00526,0.175851,
STE-4-JUN,4,JUN,Solar-electric,Electricity,Any,Main,-7.30E-06,0.000454,-0.01191,0.281097,
STE-4-JUL,4,JUL,Solar-electric,Electricity,Any,Main,-6.50E-06,0.000377,-0.00918,0.243305,
STE-4-AUG,4,AUG,Solar-electric,Electricity,Any,Main,-3.10E-06,0.000133,-0.00245,0.159941,
STE-4-SEP,4,SEP,Solar-electric,Electricity,Any,Main,1.37E-05,-0.00068,0.011392,0.040615,
STE-4-OCT,4,OCT,Solar-electric,Electricity,Any,Main,2.68E-06,-0.00015,0.004627,0.00819,
STE-4-NOV,4,NOV,Solar-electric,Electricity,Any,Main,-7.90E-07,3.45E-05,0.001148,0.008099,
STE-4-DEC,4,DEC,Solar-electric,Electricity,Any,Main,-2.20E-06,8.66E-05,-0.00026,0.011418,
STG-1-JAN,1,JAN,Solar-gas,Gas,Continuous,Main,-1.10E-05,0.000494,-0.00598,0.056185,"Gas share of total only, separate equations for electric aux share (STX), gas+elec add to 1.000"
STG-1-FEB,1,FEB,Solar-gas,Gas,Continuous,Main,-6.50E-06,0.00017,-0.00012,0.043814,
STG-1-MAR,1,MAR,Solar-gas,Gas,Continuous,Main,-1.40E-05,0.00044,-0.00246,0.050136,
STG-1-APR,1,APR,Solar-gas,Gas,Continuous,Main,-1.10E-05,0.00026,0.000277,0.048508,
STG-1-MAY,1,MAY,Solar-gas,Gas,Continuous,Main,4.18E-05,-0.00161,0.018507,0.051712,
STG-1-JUN,1,JUN,Solar-gas,Gas,Continuous,Main,4.43E-05,-0.00169,0.019166,0.055384,
STG-1-JUL,1,JUL,Solar-gas,Gas,Continuous,Main,3.09E-05,-0.00126,0.015836,0.052003,
STG-1-AUG,1,AUG,Solar-gas,Gas,Continuous,Main,1.79E-05,-0.00076,0.010367,0.056218,
STG-1-SEP,1,SEP,Solar-gas,Gas,Continuous,Main,1.94E-06,-0.00024,0.006224,0.04736,
STG-1-OCT,1,OCT,Solar-gas,Gas,Continuous,Main,-8.30E-06,0.000202,0.000713,0.052224,
STG-1-NOV,1,NOV,Solar-gas,Gas,Continuous,Main,-1.90E-05,0.000647,-0.00478,0.050595,
STG-1-DEC,1,DEC,Solar-gas,Gas,Continuous,Main,-7.40E-06,0.000368,-0.00455,0.056815,
STX-1-JAN,1,JAN,Solar-gas,Electricity,Continuous,Secondary,-3.90E-06,0.000199,-0.0037,0.027782,"Electric aux share (STX), gas+elec add to 1.000"
STX-1-FEB,1,FEB,Solar-gas,Electricity,Continuous,Secondary,-3.90E-06,0.000215,-0.00416,0.031076,
STX-1-MAR,1,MAR,Solar-gas,Electricity,Continuous,Secondary,-3.30E-06,0.000186,-0.00376,0.029688,
STX-1-APR,1,APR,Solar-gas,Electricity,Continuous,Secondary,-3.20E-06,0.000184,-0.00371,0.029029,
STX-1-MAY,1,MAY,Solar-gas,Electricity,Continuous,Secondary,-7.40E-06,0.000343,-0.00566,0.036676,
STX-1-JUN,1,JUN,Solar-gas,Electricity,Continuous,Secondary,-9.20E-06,0.000408,-0.00639,0.039096,
STX-1-JUL,1,JUL,Solar-gas,Electricity,Continuous,Secondary,-6.80E-06,0.00032,-0.00535,0.035053,
STX-1-AUG,1,AUG,Solar-gas,Electricity,Continuous,Secondary,-5.10E-06,0.000257,-0.00462,0.032761,
STX-1-SEP,1,SEP,Solar-gas,Electricity,Continuous,Secondary,-4.10E-06,0.000219,-0.00415,0.030869,
STX-1-OCT,1,OCT,Solar-gas,Electricity,Continuous,Secondary,-4.40E-06,0.000224,-0.00415,0.030586,
STX-1-NOV,1,NOV,Solar-gas,Electricity,Continuous,Secondary,-3.90E-06,0.000202,-0.00377,0.028499,
STX-1-DEC,1,DEC,Solar-gas,Electricity,Continuous,Secondary,-4.40E-06,0.000213,-0.00379,0.027931,
STG-2-JAN,2,JAN,Solar-gas,Gas,Continuous,Main,-9.00E-06,0.000408,-0.00451,0.040447,"Gas share of total only, separate equations for electric aux share (STX), gas+elec add to 1.000"
STG-2-FEB,2,FEB,Solar-gas,Gas,Continuous,Main,-8.20E-06,0.000343,-0.00285,0.037067,
STG-2-MAR,2,MAR,Solar-gas,Gas,Continuous,Main,-7.00E-06,0.000239,-0.00059,0.040713,
STG-2-APR,2,APR,Solar-gas,Gas,Continuous,Main,5.44E-07,-8.20E-05,0.002965,0.046132,
STG-2-MAY,2,MAY,Solar-gas,Gas,Continuous,Main,1.43E-05,-0.0007,0.010492,0.049676,
STG-2-JUN,2,JUN,Solar-gas,Gas,Continuous,Main,2.55E-05,-0.00113,0.013606,0.08419,
STG-2-JUL,2,JUL,Solar-gas,Gas,Continuous,Main,2.40E-05,-0.00105,0.012522,0.089443,
STG-2-AUG,2,AUG,Solar-gas,Gas,Continuous,Main,1.70E-05,-0.00079,0.01067,0.068089,
STG-2-SEP,2,SEP,Solar-gas,Gas,Continuous,Main,9.41E-06,-0.00049,0.0082,0.051194,
STG-2-OCT,2,OCT,Solar-gas,Gas,Continuous,Main,-3.50E-06,4.40E-05,0.002878,0.034379,
STG-2-NOV,2,NOV,Solar-gas,Gas,Continuous,Main,-1.90E-06,1.86E-05,0.002088,0.040892,
STG-2-DEC,2,DEC,Solar-gas,Gas,Continuous,Main,-9.10E-06,0.000367,-0.00277,0.038935,
STX-2-JAN,2,JAN,Solar-gas,Electricity,Continuous,Secondary,-3.10E-06,0.000172,-0.00333,0.025484,"Electric aux share (STX), gas+elec add to 1.000"
STX-2-FEB,2,FEB,Solar-gas,Electricity,Continuous,Secondary,-2.80E-06,0.000159,-0.00314,0.024204,
STX-2-MAR,2,MAR,Solar-gas,Electricity,Continuous,Secondary,-3.30E-06,0.000182,-0.00359,0.027421,
STX-2-APR,2,APR,Solar-gas,Electricity,Continuous,Secondary,-2.90E-06,0.000164,-0.00322,0.024759,
STX-2-MAY,2,MAY,Solar-gas,Electricity,Continuous,Secondary,-5.00E-06,0.000266,-0.00485,0.033308,
STX-2-JUN,2,JUN,Solar-gas,Electricity,Continuous,Secondary,-6.20E-06,0.000323,-0.00577,0.03837,
STX-2-JUL,2,JUL,Solar-gas,Electricity,Continuous,Secondary,-8.10E-06,0.000426,-0.00758,0.05081,
STX-2-AUG,2,AUG,Solar-gas,Electricity,Continuous,Secondary,-6.80E-06,0.000353,-0.00629,0.042065,
STX-2-SEP,2,SEP,Solar-gas,Electricity,Continuous,Secondary,-5.00E-06,0.000268,-0.00493,0.034373,
STX-2-OCT,2,OCT,Solar-gas,Electricity,Continuous,Secondary,-3.00E-06,0.000171,-0.00342,0.026713,
STX-2-NOV,2,NOV,Solar-gas,Electricity,Continuous,Secondary,-3.10E-06,0.000172,-0.00338,0.026076,
STX-2-DEC,2,DEC,Solar-gas,Electricity,Continuous,Secondary,-2.80E-06,0.000159,-0.00318,0.02526,
STG-3-JAN,3,JAN,Solar-gas,Gas,Continuous,Main,-8.00E-06,0.0004,-0.00575,0.051326,"Gas share of total only, separate equations for electric aux share (STX), gas+elec add to 1.000"
STG-3-FEB,3,FEB,Solar-gas,Gas,Continuous,Main,-7.30E-06,0.000321,-0.00337,0.04218,
STG-3-MAR,3,MAR,Solar-gas,Gas,Continuous,Main,-7.20E-06,0.000277,-0.00181,0.049192,
STG-3-APR,3,APR,Solar-gas,Gas,Continuous,Main,-1.80E-06,-3.90E-05,0.003465,0.046153,
STG-3-MAY,3,MAY,Solar-gas,Gas,Continuous,Main,3.09E-05,-0.00141,0.018412,0.078389,
STG-3-JUN,3,JUN,Solar-gas,Gas,Continuous,Main,3.45E-05,-0.00152,0.018599,0.094321,
STG-3-JUL,3,JUL,Solar-gas,Gas,Continuous,Main,2.39E-05,-0.0011,0.014615,0.081664,
STG-3-AUG,3,AUG,Solar-gas,Gas,Continuous,Main,1.34E-05,-0.00069,0.011043,0.055385,
STG-3-SEP,3,SEP,Solar-gas,Gas,Continuous,Main,-5.60E-06,0.000128,0.001777,0.046305,
STG-3-OCT,3,OCT,Solar-gas,Gas,Continuous,Main,-1.20E-05,0.000517,-0.00461,0.05281,
STG-3-NOV,3,NOV,Solar-gas,Gas,Continuous,Main,-1.30E-05,0.000577,-0.00628,0.0508,
STG-3-DEC,3,DEC,Solar-gas,Gas,Continuous,Main,-1.10E-05,0.000546,-0.00757,0.050007,
STX-3-JAN,3,JAN,Solar-gas,Electricity,Continuous,Secondary,-2.80E-06,0.00015,-0.00287,0.02265,"Electric aux share (STX), gas+elec add to 1.000"
STX-3-FEB,3,FEB,Solar-gas,Electricity,Continuous,Secondary,-2.20E-06,0.000124,-0.00251,0.020922,
STX-3-MAR,3,MAR,Solar-gas,Electricity,Continuous,Secondary,-2.40E-06,0.000136,-0.00279,0.023408,
STX-3-APR,3,APR,Solar-gas,Electricity,Continuous,Secondary,-2.50E-06,0.000147,-0.00304,0.025096,
STX-3-MAY,3,MAY,Solar-gas,Electricity,Continuous,Secondary,-3.70E-06,0.000195,-0.00358,0.025975,
STX-3-JUN,3,JUN,Solar-gas,Electricity,Continuous,Secondary,-3.80E-06,0.0002,-0.00371,0.027118,
STX-3-JUL,3,JUL,Solar-gas,Electricity,Continuous,Secondary,-4.80E-06,0.00025,-0.00451,0.031767,
STX-3-AUG,3,AUG,Solar-gas,Electricity,Continuous,Secondary,-3.80E-06,0.000205,-0.00391,0.029389,
STX-3-SEP,3,SEP,Solar-gas,Electricity,Continuous,Secondary,-3.00E-06,0.000168,-0.00334,0.026497,
STX-3-OCT,3,OCT,Solar-gas,Electricity,Continuous,Secondary,-2.60E-06,0.000143,-0.00283,0.023366,
STX-3-NOV,3,NOV,Solar-gas,Electricity,Continuous,Secondary,-2.30E-06,0.000128,-0.00263,0.022626,
STX-3-DEC,3,DEC,Solar-gas,Electricity,Continuous,Secondary,-2.80E-06,0.000146,-0.0028,0.022656,
STG-4-JAN,4,JAN,Solar-gas,Gas,Continuous,Main,-6.90E-06,0.000356,-0.00563,0.043172,"Gas share of total only, separate equations for electric aux share (STX), gas+elec add to 1.000"
STG-4-FEB,4,FEB,Solar-gas,Gas,Continuous,Main,-6.20E-06,0.000305,-0.00432,0.034512,
STG-4-MAR,4,MAR,Solar-gas,Gas,Continuous,Main,-7.00E-06,0.000341,-0.00395,0.046267,
STG-4-APR,4,APR,Solar-gas,Gas,Continuous,Main,2.11E-06,-0.00013,0.003197,0.059818,
STG-4-MAY,4,MAY,Solar-gas,Gas,Continuous,Main,1.54E-05,-0.00076,0.01085,0.089318,
STG-4-JUN,4,JUN,Solar-gas,Gas,Continuous,Main,2.14E-05,-0.00102,0.013514,0.112184,
STG-4-JUL,4,JUL,Solar-gas,Gas,Continuous,Main,1.90E-05,-0.00091,0.012189,0.110253,
STG-4-AUG,4,AUG,Solar-gas,Gas,Continuous,Main,1.40E-05,-0.0007,0.010611,0.086547,
STG-4-SEP,4,SEP,Solar-gas,Gas,Continuous,Main,4.78E-06,-0.00031,0.006634,0.059667,
STG-4-OCT,4,OCT,Solar-gas,Gas,Continuous,Main,-1.30E-05,0.000556,-0.0051,0.050276,
STG-4-NOV,4,NOV,Solar-gas,Gas,Continuous,Main,-9.50E-06,0.00043,-0.00456,0.039979,
STG-4-DEC,4,DEC,Solar-gas,Gas,Continuous,Main,-8.20E-06,0.000406,-0.00553,0.040101,
STX-4-JAN,4,JAN,Solar-gas,Electricity,Continuous,Secondary,-1.80E-06,0.000101,-0.00197,0.016313,"Electric aux share (STX), gas+elec add to 1.000"
STX-4-FEB,4,FEB,Solar-gas,Electricity,Continuous,Secondary,-1.40E-06,8.01E-05,-0.00161,0.01398,
STX-4-MAR,4,MAR,Solar-gas,Electricity,Continuous,Secondary,-1.80E-06,0.0001,-0.00203,0.017569,
STX-4-APR,4,APR,Solar-gas,Electricity,Continuous,Secondary,-1.90E-06,0.000105,-0.00212,0.018012,
STX-4-MAY,4,MAY,Solar-gas,Electricity,Continuous,Secondary,-2.40E-06,0.000131,-0.00254,0.020068,
STX-4-JUN,4,JUN,Solar-gas,Electricity,Continuous,Secondary,-2.60E-06,0.000142,-0.0027,0.020911,
STX-4-JUL,4,JUL,Solar-gas,Electricity,Continuous,Secondary,-3.30E-06,0.000178,-0.00333,0.025139,
STX-4-AUG,4,AUG,Solar-gas,Electricity,Continuous,Secondary,-3.00E-06,0.000163,-0.00305,0.023125,
STX-4-SEP,4,SEP,Solar-gas,Electricity,Continuous,Secondary,-2.10E-06,0.000119,-0.00238,0.020049,
STX-4-OCT,4,OCT,Solar-gas,Electricity,Continuous,Secondary,-2.20E-06,0.00012,-0.00231,0.019152,
STX-4-NOV,4,NOV,Solar-gas,Electricity,Continuous,Secondary,-1.60E-06,8.91E-05,-0.00184,0.016658,
STX-4-DEC,4,DEC,Solar-gas,Electricity,Continuous,Secondary,-1.90E-06,0.000103,-0.00201,0.016932,
SHP-1-JAN,1,JAN,Heat-pump,Electricity,Any,Main,0,0,0,0.058703,
SHP-1-FEB,1,FEB,Heat-pump,Electricity,Any,Main,0,0,0,0.062888,
SHP-1-MAR,1,MAR,Heat-pump,Electricity,Any,Main,0,0,0,0.071813,
SHP-1-APR,1,APR,Heat-pump,Electricity,Any,Main,0,0,0,0.078434,
SHP-1-MAY,1,MAY,Heat-pump,Electricity,Any,Main,0,0,0,0.092218,
SHP-1-JUN,1,JUN,Heat-pump,Electricity,Any,Main,0,0,0,0.10173,
SHP-1-JUL,1,JUL,Heat-pump,Electricity,Any,Main,0,0,0,0.10526,
SHP-1-AUG,1,AUG,Heat-pump,Electricity,Any,Main,0,0,0,0.100873,
SHP-1-SEP,1,SEP,Heat-pump,Electricity,Any,Main,0,0,0,0.095082,
SHP-1-OCT,1,OCT,Heat-pump,Electricity,Any,Main,0,0,0,0.087002,
SHP-1-NOV,1,NOV,Heat-pump,Electricity,Any,Main,0,0,0,0.077042,
SHP-1-DEC,1,DEC,Heat-pump,Electricity,Any,Main,0,0,0,0.068956,
SHP-2-JAN,2,JAN,Heat-pump,Electricity,Any,Main,0,0,0,0.055245,
SHP-2-FEB,2,FEB,Heat-pump,Electricity,Any,Main,0,0,0,0.057195,
SHP-2-MAR,2,MAR,Heat-pump,Electricity,Any,Main,0,0,0,0.069196,
SHP-2-APR,2,APR,Heat-pump,Electricity,Any,Main,0,0,0,0.079791,
SHP-2-MAY,2,MAY,Heat-pump,Electricity,Any,Main,0,0,0,0.094957,
SHP-2-JUN,2,JUN,Heat-pump,Electricity,Any,Main,0,0,0,0.100638,
SHP-2-JUL,2,JUL,Heat-pump,Electricity,Any,Main,0,0,0,0.129193,
SHP-2-AUG,2,AUG,Heat-pump,Electricity,Any,Main,0,0,0,0.106036,
SHP-2-SEP,2,SEP,Heat-pump,Electricity,Any,Main,0,0,0,0.095443,
SHP-2-OCT,2,OCT,Heat-pump,Electricity,Any,Main,0,0,0,0.07981,
SHP-2-NOV,2,NOV,Heat-pump,Electricity,Any,Main,0,0,0,0.069322,
SHP-2-DEC,2,DEC,Heat-pump,Electricity,Any,Main,0,0,0,0.063175,
SHP-3-JAN,3,JAN,Heat-pump,Electricity,Any,Main,0,0,0,0.057955,
SHP-3-FEB,3,FEB,Heat-pump,Electricity,Any,Main,0,0,0,0.061267,
SHP-3-MAR,3,MAR,Heat-pump,Electricity,Any,Main,0,0,0,0.070289,
SHP-3-APR,3,APR,Heat-pump,Electricity,Any,Main,0,0,0,0.078875,
SHP-3-MAY,3,MAY,Heat-pump,Electricity,Any,Main,0,0,0,0.094748,
SHP-3-JUN,3,JUN,Heat-pump,Electricity,Any,Main,0,0,0,0.099447,
SHP-3-JUL,3,JUL,Heat-pump,Electricity,Any,Main,0,0,0,0.108934,
SHP-3-AUG,3,AUG,Heat-pump,Electricity,Any,Main,0,0,0,0.10074,
SHP-3-SEP,3,SEP,Heat-pump,Electricity,Any,Main,0,0,0,0.091853,
SHP-3-OCT,3,OCT,Heat-pump,Electricity,Any,Main,0,0,0,0.090796,
SHP-3-NOV,3,NOV,Heat-pump,Electricity,Any,Main,0,0,0,0.077545,
SHP-3-DEC,3,DEC,Heat-pump,Electricity,Any,Main,0,0,0,0.067551,
SHP-4-JAN,4,JAN,Heat-pump,Electricity,Any,Main,0,0,0,0.063054,
SHP-4-FEB,4,FEB,Heat-pump,Electricity,Any,Main,0,0,0,0.057225,
SHP-4-MAR,4,MAR,Heat-pump,Electricity,Any,Main,0,0,0,0.074892,
SHP-4-APR,4,APR,Heat-pump,Electricity,Any,Main,0,0,0,0.077164,
SHP-4-MAY,4,MAY,Heat-pump,Electricity,Any,Main,0,0,0,0.092536,
SHP-4-JUN,4,JUN,Heat-pump,Electricity,Any,Main,0,0,0,0.096631,
SHP-4-JUL,4,JUL,Heat-pump,Electricity,Any,Main,0,0,0,0.106023,
SHP-4-AUG,4,AUG,Heat-pump,Electricity,Any,Main,0,0,0,0.099239,
SHP-4-SEP,4,SEP,Heat-pump,Electricity,Any,Main,0,0,0,0.092708,
SHP-4-OCT,4,OCT,Heat-pump,Electricity,Any,Main,0,0,0,0.090284,
SHP-4-NOV,4,NOV,Heat-pump,Electricity,Any,Main,0,0,0,0.077997,
SHP-4-DEC,4,DEC,Heat-pump,Electricity,Any,Main,0,0,0,0.072247,
SHP-5-JAN,5,JAN,Heat-pump,Electricity,Any,Main,0,0,0,0.054751,
SHP-5-FEB,5,FEB,Heat-pump,Electricity,Any,Main,0,0,0,0.052918,
SHP-5-MAR,5,MAR,Heat-pump,Electricity,Any,Main,0,0,0,0.071121,
SHP-5-APR,5,APR,Heat-pump,Electricity,Any,Main,0,0,0,0.074856,
SHP-5-MAY,5,MAY,Heat-pump,Electricity,Any,Main,0,0,0,0.093851,
SHP-5-JUN,5,JUN,Heat-pump,Electricity,Any,Main,0,0,0,0.115143,
SHP-5-JUL,5,JUL,Heat-pump,Electricity,Any,Main,0,0,0,0.119732,
SHP-5-AUG,5,AUG,Heat-pump,Electricity,Any,Main,0,0,0,0.10675,
SHP-5-SEP,5,SEP,Heat-pump,Electricity,Any,Main,0,0,0,0.096299,
SHP-5-OCT,5,OCT,Heat-pump,Electricity,Any,Main,0,0,0,0.083309,
SHP-5-NOV,5,NOV,Heat-pump,Electricity,Any,Main,0,0,0,0.068849,
SHP-5-DEC,5,DEC,Heat-pump,Electricity,Any,Main,0,0,0,0.06242,